name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),soup
Hungerbreak 24x7,Yes,No,3.1,7,Koramangala 8th Block,Delivery,"North Indian, South Indian, Maharashtrian",500,Delivery,Brigade Road,north indian south indian maharashtrian delivery brigaderoad
Swaad,Yes,No,3.1,25,Jeevan Bhima Nagar,Quick Bites,North Indian,200,Delivery,Indiranagar,north indian quick bites indiranagar
Iyer Mess,Yes,No,4.1,327,Malleshwaram,Mess,South Indian,150,Delivery,Malleshwaram,south indian mess malleshwaram
Spice Garden by Dum Mast Biryani,No,No,3.2,59,Bellandur,Casual Dining,"North Indian, South Indian, Biryani, Continental",550,Delivery,Bellandur,north indian south indian biryani continental casual dining bellandur
Hotel Royal Darbar,No,No,3.4,13,Whitefield,Quick Bites,"North Indian, Chinese",400,Dine-out,Whitefield,north indian chinese quick bites whitefield
Bowlful,Yes,No,3.6,12,Domlur,"Takeaway, Delivery",North Indian,500,Delivery,Indiranagar,north indian takeaway delivery indiranagar
TRS Family Restaurant,No,No,3.700448817952718,0,Electronic City,Quick Bites,"South Indian, Andhra",150,Dine-out,Electronic City,south indian andhra quick bites electroniccity
Sandras Bar & Restaurant,No,No,3.2,10,Thippasandra,Casual Dining,North Indian,600,Dine-out,Indiranagar,north indian casual dining indiranagar
Juba Cafe,No,No,3.4,13,Kalyan Nagar,Quick Bites,Juices,100,Dine-out,Kalyan Nagar,juices quick bites kalyannagar
Ranga's Paradise,Yes,No,3.3,38,Banaswadi,Quick Bites,South Indian,150,Delivery,Kalyan Nagar,south indian quick bites kalyannagar
Mamatha Restaurant,Yes,No,2.7,74,Bommanahalli,Casual Dining,"Biryani, Hyderabadi, North Indian",700,Delivery,BTM,biryani hyderabadi north indian casual dining btm
Kopper Pot,No,No,3.700448817952718,0,Bannerghatta Road,Bakery,Bakery,500,Delivery,Bannerghatta Road,bakery bakery bannerghattaroad
Masala Chai,Yes,No,4.1,191,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food, Tea",250,Delivery,Brookefield,beverages fast food tea beverage shop quick bites brookefield
Delhi's Essence,Yes,No,3.6,60,Electronic City,Quick Bites,North Indian,500,Dine-out,Electronic City,north indian quick bites electroniccity
Hotel Ajantha,No,No,3.9,77,MG Road,Quick Bites,South Indian,200,Dine-out,Brigade Road,south indian quick bites brigaderoad
Skyline Pizzeria,No,No,3.9,764,JP Nagar,"Cafe, Bakery","Cafe, Bakery, Italian",600,Cafes,Jayanagar,cafe bakery italian cafe bakery jayanagar
M. R. G Sweets Angadi,No,No,3.3,9,JP Nagar,"Quick Bites, Sweet Shop","Street Food, Mithai",150,Desserts,Jayanagar,street food mithai quick bites sweet shop jayanagar
Singri Home Made Foods,No,No,3.700448817952718,0,Rajajinagar,Quick Bites,South Indian,150,Dine-out,Malleshwaram,south indian quick bites malleshwaram
Myrasoiya.com,Yes,No,3.4,20,Sarjapur Road,Delivery,North Indian,350,Delivery,Bellandur,north indian delivery bellandur
Tandoor Box,Yes,No,3.5,69,Brookefield,Casual Dining,"Mughlai, North Indian, Biryani",850,Delivery,Brookefield,mughlai north indian biryani casual dining brookefield
Ice N Spice,No,No,3.7,17,MG Road,Dessert Parlor,Desserts,200,Desserts,Brigade Road,desserts dessert parlor brigaderoad
Momo Corner,No,No,3.8,22,Old Airport Road,Kiosk,"Fast Food, Momos",150,Delivery,Indiranagar,fast food momos kiosk indiranagar
Pani Kum Chai,Yes,No,3.9,67,Jayanagar,Quick Bites,Fast Food,200,Delivery,Basavanagudi,fast food quick bites basavanagudi
Indie Fusion Multi Cuisine Restaurant,No,No,3.3,4,Kalyan Nagar,Quick Bites,"Fast Food, BBQ, Rolls, Arabian, North Indian",400,Delivery,Kalyan Nagar,fast food bbq rolls arabian north indian quick bites kalyannagar
Hungry Bite Cafe,No,No,3.700448817952718,0,Banaswadi,Quick Bites,"Fast Food, Beverages",300,Delivery,Kalyan Nagar,fast food beverages quick bites kalyannagar
Sree Krishna Kafe,No,No,3.9,115,JP Nagar,Quick Bites,South Indian,200,Delivery,Bannerghatta Road,south indian quick bites bannerghattaroad
Just@99,Yes,No,3.1,7,New BEL Road,Quick Bites,"Chinese, South Indian, North Indian",300,Delivery,New BEL Road,chinese south indian north indian quick bites newbelroad
Awesome Biryani,No,No,3.700448817952718,0,Kalyan Nagar,"Takeaway, Delivery","Biryani, Fast Food, Mughlai",500,Delivery,Kalyan Nagar,biryani fast food mughlai takeaway delivery kalyannagar
Falafal,Yes,No,3.3,4,City Market,"Takeaway, Delivery","Healthy Food, Juices",200,Delivery,Basavanagudi,healthy food juices takeaway delivery basavanagudi
Currylicious,No,No,3.4,58,Nagawara,Quick Bites,"South Indian, Mangalorean, Kerala",500,Delivery,Kalyan Nagar,south indian mangalorean kerala quick bites kalyannagar
Thrilok Restaurant,No,No,3.4,9,Banashankari,Quick Bites,"Mangalorean, Seafood",350,Dine-out,Banashankari,mangalorean seafood quick bites banashankari
Corprate Biriyani Adda,No,No,3.0,5,Whitefield,Casual Dining,"North Indian, Chinese",500,Delivery,Brookefield,north indian chinese casual dining brookefield
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200,Delivery,Banashankari,south indian healthy food quick bites banashankari
Parivaar,No,No,3.3,7,BTM,Delivery,"Biryani, North Indian, Chinese",600,Delivery,BTM,biryani north indian chinese delivery btm
Hungry Bowl,No,No,3.6,51,Koramangala 5th Block,"Takeaway, Delivery","North Indian, Chinese, Italian",500,Delivery,BTM,north indian chinese italian takeaway delivery btm
Donne Biryani Mane,Yes,No,3.2,7,Wilson Garden,Quick Bites,Biryani,300,Delivery,Brigade Road,biryani quick bites brigaderoad
Keerthi Restaurant,Yes,No,3.3,11,Sarjapur Road,Quick Bites,"North Indian, Chinese",300,Delivery,Bellandur,north indian chinese quick bites bellandur
Toit,No,No,4.7,14956,Indiranagar,Microbrewery,"Italian, American, Pizza","1,500",Dine-out,Indiranagar,italian american pizza microbrewery indiranagar
Xpress Dhaba,Yes,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,North Indian,400,Delivery,BTM,north indian quick bites btm
CakeZone,Yes,No,3.7,13,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",200,Delivery,Bannerghatta Road,bakery desserts takeaway delivery bannerghattaroad
The Rogue Elephant,No,Yes,4.3,1037,Basavanagudi,Casual Dining,"Desserts, Asian, Beverages","1,000",Dine-out,Basavanagudi,desserts asian beverages casual dining basavanagudi
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican",700,Delivery,Bannerghatta Road,north indian south indian chinese biryani mexican casual dining bannerghattaroad
Peek a Brew,No,No,3.8,29,Sarjapur Road,Quick Bites,"Fast Food, Beverages",400,Delivery,Sarjapur Road,fast food beverages quick bites sarjapurroad
BS Kolkatta Chats,No,No,3.700448817952718,0,Kalyan Nagar,Quick Bites,Street Food,100,Dine-out,Kalyan Nagar,street food quick bites kalyannagar
HIGH SKY,No,No,3.6,32,Whitefield,Casual Dining,"Continental, North Indian, Chinese, Arabian","1,000",Buffet,Brookefield,continental north indian chinese arabian casual dining brookefield
Moksha,Yes,No,3.6,42,Kanakapura Road,"Casual Dining, Bar","Chinese, North Indian, Andhra, South Indian","1,500",Delivery,Bannerghatta Road,chinese north indian andhra south indian casual dining bar bannerghattaroad
Lemon - The Lounge Bar,No,No,3.1,12,Marathahalli,Casual Dining,"North Indian, Biryani, Chinese",800,Dine-out,Marathahalli,north indian biryani chinese casual dining marathahalli
Konfection Konnection,No,No,3.6,13,Frazer Town,"Takeaway, Delivery",Desserts,600,Delivery,Frazer Town,desserts takeaway delivery frazertown
Halli Sogasu,No,No,3.0,15,Bannerghatta Road,Casual Dining,"South Indian, Andhra",600,Delivery,Bannerghatta Road,south indian andhra casual dining bannerghattaroad
Mehek E Punjab,No,No,3.700448817952718,0,HSR,Quick Bites,"North Indian, Chinese",400,Delivery,HSR,north indian chinese quick bites hsr
Gallops,No,No,3.6,31,Frazer Town,Lounge,"Chinese, Continental, North Indian","1,400",Dine-out,Frazer Town,chinese continental north indian lounge frazertown
French Bakery,No,No,3.3,7,BTM,Delivery,"Desserts, Bakery, Beverages",250,Delivery,BTM,desserts bakery beverages delivery btm
Desi Chulha,Yes,No,3.7,19,Sarjapur Road,Quick Bites,North Indian,250,Delivery,Bellandur,north indian quick bites bellandur
North Indian Kitchen,No,No,3.2,13,HSR,Takeaway,North Indian,,Delivery,Bellandur,north indian takeaway bellandur
Lychees Restaurant,No,No,3.2,53,Frazer Town,Quick Bites,Fast Food,400,Delivery,Frazer Town,fast food quick bites frazertown
Hit and Run,No,No,3.7,15,Central Bangalore,Food Truck,"Fast Food, Continental",350,Delivery,Brigade Road,fast food continental food truck brigaderoad
Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Sweet Shop,"Mithai, Street Food",250,Delivery,Bannerghatta Road,mithai street food sweet shop bannerghattaroad
Frozen Bottle,Yes,No,4.2,146,Banashankari,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery,Banashankari,beverages desserts ice cream beverage shop banashankari
Savours,Yes,No,3.3,10,Sarjapur Road,Quick Bites,"North Indian, South Indian, Chinese",350,Delivery,Bellandur,north indian south indian chinese quick bites bellandur
Davangere Benna Dose Hotel,Yes,No,4.1,90,Jayanagar,Quick Bites,South Indian,100,Delivery,Basavanagudi,south indian quick bites basavanagudi
Khader Bhai Hotel,No,No,3.700448817952718,0,Whitefield,Quick Bites,North Indian,300,Dine-out,Whitefield,north indian quick bites whitefield
Zoey's,Yes,No,4.3,894,Sarjapur Road,Cafe,"Cafe, Italian, Continental, Burger",600,Cafes,Bellandur,cafe italian continental burger cafe bellandur
Bottle & Glass,No,Yes,4.0,973,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian","1,400",Delivery,Indiranagar,continental chinese italian bar casual dining indiranagar
Panda Foods,Yes,No,3.4,13,Marathahalli,Quick Bites,"North Indian, Juices",300,Delivery,Indiranagar,north indian juices quick bites indiranagar
Zainee Home food,No,No,3.700448817952718,0,Bannerghatta Road,Delivery,North Indian,300,Delivery,Bannerghatta Road,north indian delivery bannerghattaroad
The Samosa Co,Yes,No,3.700448817952718,0,Jayanagar,Quick Bites,"Fast Food, Mithai",200,Delivery,Banashankari,fast food mithai quick bites banashankari
What's Cooking,Yes,No,3.1,35,HSR,"Takeaway, Delivery",North Indian,300,Delivery,HSR,north indian takeaway delivery hsr
Sri Rama Vilas Sweets,No,No,3.8,30,Majestic,Sweet Shop,"Mithai, Desserts",150,Desserts,Church Street,mithai desserts sweet shop churchstreet
Aaharam,No,No,4.0,65,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350,Delivery,HSR,chinese north indian quick bites hsr
Sri Vishnu Upahar,No,No,3.6,28,Koramangala 4th Block,Quick Bites,"North Indian, South Indian",250,Dine-out,Koramangala 4th Block,north indian south indian quick bites koramangala thblock
New Desi Paratha Point,No,No,3.700448817952718,0,Bellandur,Quick Bites,"North Indian, Chinese",400,Delivery,Bellandur,north indian chinese quick bites bellandur
Biryani Pot,No,No,3.2,10,Marathahalli,"Takeaway, Delivery",Biryani,500,Delivery,Brookefield,biryani takeaway delivery brookefield
Chaat Express,Yes,No,3.5,14,HSR,Quick Bites,"Fast Food, North Indian",200,Delivery,HSR,fast food north indian quick bites hsr
The Good Bowl,Yes,No,3.6,6,Banashankari,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery,Banashankari,italian north indian biryani takeaway delivery banashankari
Petoo,No,No,3.7,21,Banashankari,Quick Bites,North Indian,450,Delivery,Banashankari,north indian quick bites banashankari
Dream a Dozen,Yes,No,4.3,133,JP Nagar,Delivery,"Bakery, Desserts",300,Delivery,Bannerghatta Road,bakery desserts delivery bannerghattaroad
Andhra Spice,No,No,3.700448817952718,0,Sarjapur Road,Casual Dining,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",600,Delivery,Bellandur,north indian hyderabadi chinese south indian beverages desserts casual dining bellandur
Bengaluru Square,No,No,3.5,25,Marathahalli,Quick Bites,"Chinese, Beverages, Andhra",300,Delivery,Brookefield,chinese beverages andhra quick bites brookefield
KAARA BY THE LAKE,No,No,4.0,47,Ulsoor,Cafe,"Cafe, Italian, Coffee",750,Cafes,Brigade Road,cafe italian coffee cafe brigaderoad
Shivaji Kshatriya Restaurant,No,No,3.700448817952718,0,New BEL Road,Casual Dining,"South Indian, North Indian",500,Dine-out,New BEL Road,south indian north indian casual dining newbelroad
Bhavya's Kitchen,No,No,3.700448817952718,0,Electronic City,Delivery,"Andhra, North Indian, South Indian, Chinese",350,Delivery,Electronic City,andhra north indian south indian chinese delivery electroniccity
Berrylicious Cafe,Yes,No,4.1,124,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Cafes,Brigade Road,continental cafe desserts pizza north indian chinese ice cream casual dining cafe brigaderoad
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery,Banashankari,beverages dessert parlor beverage shop banashankari
99 Variety Dosa & Pav Bhaji,Yes,No,3.8,16,Koramangala 6th Block,Quick Bites,"South Indian, North Indian, Street Food",250,Delivery,Koramangala 5th Block,south indian north indian street food quick bites koramangala thblock
Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari,fast food street food quick bites banashankari
McDonald's,Yes,No,3.9,286,Banashankari,Quick Bites,"Burger, Fast Food",500,Delivery,Banashankari,burger fast food quick bites banashankari
The Kitchen Bandit,Yes,No,3.2,42,Koramangala 2nd Block,Delivery,"Chinese, North Indian, Fast Food",350,Delivery,BTM,chinese north indian fast food delivery btm
Gopal Kabab Centre,No,No,3.3,4,JP Nagar,Quick Bites,North Indian,350,Dine-out,Bannerghatta Road,north indian quick bites bannerghattaroad
Alif Hotel,Yes,No,3.700448817952718,0,Yeshwantpur,Quick Bites,"North Indian, Chinese, Mughlai",400,Delivery,Malleshwaram,north indian chinese mughlai quick bites malleshwaram
Kadai,Yes,No,3.6,73,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese, Seafood, South Indian",450,Delivery,Malleshwaram,north indian chinese seafood south indian casual dining malleshwaram
Hotel Namadhari,No,No,3.700448817952718,0,JP Nagar,Quick Bites,"South Indian, Chinese",150,Delivery,Bannerghatta Road,south indian chinese quick bites bannerghattaroad
Caf MH-28,Yes,No,3.4,9,Shivajinagar,Cafe,Cafe,300,Cafes,Brigade Road,cafe cafe brigaderoad
Orissa Dining Mess,No,No,3.700448817952718,0,New BEL Road,Mess,"Bengali, North Indian",300,Delivery,New BEL Road,bengali north indian mess newbelroad
Hotel Little Imperial,Yes,No,3.7,91,Kalyan Nagar,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Kalyan Nagar,north indian chinese south indian casual dining kalyannagar
United Cafe & Fastfood,No,No,3.700448817952718,0,New BEL Road,Quick Bites,"Fast Food, North Indian",400,Delivery,New BEL Road,fast food north indian quick bites newbelroad
Fiddler's Green,No,Yes,3.9,74,Kalyan Nagar,"Casual Dining, Bar","Continental, American, Indonesian, Asian, Thai","1,200",Dine-out,Kalyan Nagar,continental american indonesian asian thai casual dining bar kalyannagar
Lucky Bites,No,No,3.4,7,Vijay Nagar,Quick Bites,"Fast Food, Chinese",,Delivery,Rajajinagar,fast food chinese quick bites rajajinagar
Skandas Veg Restaurant,No,No,3.2,22,Brookefield,Casual Dining,"South Indian, North Indian",400,Delivery,Brookefield,south indian north indian casual dining brookefield
WanderCrust,No,No,3.700448817952718,0,HSR,"Takeaway, Delivery",Pizza,500,Delivery,BTM,pizza takeaway delivery btm
1947,No,Yes,4.0,808,Banashankari,Casual Dining,"North Indian, Chinese",850,Delivery,Banashankari,north indian chinese casual dining banashankari
Fai Dang,No,No,3.7,30,Indiranagar,Casual Dining,"Asian, Continental","1,100",Delivery,Indiranagar,asian continental casual dining indiranagar
Purvanchal Tokri,Yes,No,3.7,23,Banaswadi,Casual Dining,"North Indian, Chinese",400,Delivery,Kalyan Nagar,north indian chinese casual dining kalyannagar
Debby's Kitchen,Yes,No,3.6,16,Frazer Town,Quick Bites,"Modern Indian, American, Chinese",250,Delivery,Church Street,modern indian american chinese quick bites churchstreet
Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100,Delivery,Banashankari,south indian quick bites banashankari
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Banashankari,biryani chinese north indian quick bites banashankari
JK Home Foods,No,No,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, North Indian",200,Dine-out,Kalyan Nagar,south indian north indian quick bites kalyannagar
Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,"North Indian, Chinese",400,Delivery,Bannerghatta Road,north indian chinese casual dining bannerghattaroad
Mavalli Tiffin Room (MTR),No,No,4.5,2896,Basavanagudi,Quick Bites,South Indian,250,Dine-out,Basavanagudi,south indian quick bites basavanagudi
The South,No,No,3.7,21,Whitefield,Quick Bites,South Indian,200,Delivery,Whitefield,south indian quick bites whitefield
Hyderabad Biryani,No,No,3.700448817952718,0,Whitefield,Quick Bites,Biryani,300,Delivery,Brookefield,biryani quick bites brookefield
Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,"South Indian, Chinese",400,Delivery,Bannerghatta Road,south indian chinese casual dining bannerghattaroad
Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800,Delivery,BTM,cafe continental italian burger cafe btm
Sanman,No,No,4.0,149,Seshadripuram,Casual Dining,"North Indian, South Indian, Fast Food, Chinese",700,Dine-out,Malleshwaram,north indian south indian fast food chinese casual dining malleshwaram
Meghana Biriyanis,Yes,No,3.9,375,Nagawara,Quick Bites,"Andhra, Biryani, South Indian, Chinese",400,Delivery,Kalyan Nagar,andhra biryani south indian chinese quick bites kalyannagar
Sai Sagar,No,No,3.700448817952718,0,City Market,Quick Bites,"South Indian, North Indian",250,Dine-out,Lavelle Road,south indian north indian quick bites lavelleroad
